,Order Date,Year,Quarter,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
8341,11-06-2017,2017,2,14-06-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,61.44,3,0,16.5888
4219,11-06-2017,2017,2,13-06-2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.94,2,0,18.2112
4220,11-06-2017,2017,2,13-06-2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,18.288,6,0.2,6.6294
4221,11-06-2017,2017,2,13-06-2017,Second Class,Consumer,Seattle,Washington,West,Technology,Machines,385.8,5,0.2,130.2075
4222,11-06-2017,2017,2,13-06-2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,102.96,2,0,1.0296
4223,11-06-2017,2017,2,13-06-2017,Second Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,174.42,3,0,41.8608
1568,11-06-2017,2017,2,11-06-2017,Same Day,Consumer,Los Angeles,California,West,Office Supplies,Paper,122.97,3,0,60.2553
2309,11-06-2017,2017,2,12-06-2017,First Class,Home Office,Peoria,Arizona,West,Office Supplies,Storage,68.448,4,0.2,7.7004
2638,12-06-2017,2017,2,18-06-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666
2640,12-06-2017,2017,2,18-06-2017,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,858.24,4,0.1,143.04
2639,12-06-2017,2017,2,18-06-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,64.14,3,0,16.6764
2637,12-06-2017,2017,2,18-06-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.04,4,0,9.3296
2869,12-06-2017,2017,2,19-06-2017,Standard Class,Consumer,Saint Petersburg,Florida,South,Furniture,Furnishings,17.088,2,0.2,1.068
1455,12-06-2017,2017,2,19-06-2017,Standard Class,Home Office,Columbus,Georgia,South,Office Supplies,Binders,91.2,3,0,41.952
9174,12-06-2017,2017,2,14-06-2017,Second Class,Consumer,Kent,Washington,West,Technology,Phones,71.976,3,0.2,8.997
9175,12-06-2017,2017,2,14-06-2017,Second Class,Consumer,Kent,Washington,West,Office Supplies,Paper,19.44,3,0,9.3312
5496,12-06-2017,2017,2,16-06-2017,Standard Class,Consumer,Marion,Ohio,East,Technology,Accessories,63.92,2,0.2,19.176
1456,12-06-2017,2017,2,19-06-2017,Standard Class,Home Office,Columbus,Georgia,South,Furniture,Tables,452.94,3,0,67.941
9536,12-06-2017,2017,2,14-06-2017,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,8.856,3,0.6,-6.8634
1445,13-06-2017,2017,2,16-06-2017,First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,164.736,4,0.2,-39.1248
1446,13-06-2017,2017,2,16-06-2017,First Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,470.302,7,0.3,-87.3418
1447,13-06-2017,2017,2,16-06-2017,First Class,Home Office,Chicago,Illinois,Central,Technology,Phones,47.984,2,0.2,5.998
7264,13-06-2017,2017,2,17-06-2017,Standard Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,181.86,7,0,50.9208
7730,13-06-2017,2017,2,19-06-2017,Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,291.136,4,0.2,-25.4744
8788,15-06-2017,2017,2,19-06-2017,Standard Class,Consumer,Monroe,North Carolina,South,Furniture,Chairs,698.352,3,0.2,52.3764
672,15-06-2017,2017,2,22-06-2017,Standard Class,Consumer,Quincy,Illinois,Central,Office Supplies,Art,19.56,5,0.2,1.7115
8699,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Technology,Phones,2239.936,8,0.2,223.9936
8700,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Appliances,76.608,8,0.2,6.7032
2872,15-06-2017,2017,2,20-06-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Art,4.26,1,0,1.7466
8696,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Technology,Phones,239.976,3,0.2,26.9973
8697,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Furniture,Furnishings,31.168,4,0.2,9.3504
8698,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Furniture,Tables,120.96,2,0.4,-28.224
8701,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Storage,142.776,1,0.2,17.847
8702,15-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Paper,91.36,5,0.2,29.692
345,15-06-2017,2017,2,19-06-2017,Standard Class,Consumer,San Francisco,California,West,Technology,Phones,47.976,3,0.2,4.7976
8789,15-06-2017,2017,2,19-06-2017,Standard Class,Consumer,Monroe,North Carolina,South,Furniture,Bookcases,77.728,2,0.2,-3.8864
5475,15-06-2017,2017,2,18-06-2017,First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Labels,44.4,3,0,22.2
5477,15-06-2017,2017,2,18-06-2017,First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Paper,17.94,3,0,8.7906
7089,15-06-2017,2017,2,19-06-2017,Second Class,Corporate,Los Angeles,California,West,Technology,Phones,119.96,1,0.2,7.4975
5476,15-06-2017,2017,2,18-06-2017,First Class,Home Office,Maple Grove,Minnesota,Central,Office Supplies,Storage,84.55,5,0,22.8285
2706,16-06-2017,2017,2,21-06-2017,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,19.44,3,0,9.3312
2705,16-06-2017,2017,2,21-06-2017,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Supplies,16.68,2,0,4.3368
2707,16-06-2017,2017,2,21-06-2017,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,192.16,4,0,92.2368
6745,16-06-2017,2017,2,18-06-2017,Second Class,Consumer,Dublin,Ohio,East,Office Supplies,Art,23.92,5,0.2,1.794
266,16-06-2017,2017,2,20-06-2017,Standard Class,Corporate,Chapel Hill,North Carolina,South,Office Supplies,Art,14.016,3,0.2,4.7304
4541,16-06-2017,2017,2,21-06-2017,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,5.936,7,0.8,-8.904
830,16-06-2017,2017,2,21-06-2017,Second Class,Consumer,Florence,Kentucky,South,Office Supplies,Appliances,180.66,3,0,50.5848
831,16-06-2017,2017,2,21-06-2017,Second Class,Consumer,Florence,Kentucky,South,Technology,Phones,191.98,2,0,51.8346
829,16-06-2017,2017,2,21-06-2017,Second Class,Consumer,Florence,Kentucky,South,Furniture,Chairs,301.96,2,0,90.588
832,16-06-2017,2017,2,21-06-2017,Second Class,Consumer,Florence,Kentucky,South,Technology,Phones,65.99,1,0,17.1574
2257,16-06-2017,2017,2,19-06-2017,First Class,Consumer,San Francisco,California,West,Furniture,Chairs,1212.96,7,0.2,90.972
2258,16-06-2017,2017,2,19-06-2017,First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,18.54,2,0,8.7138
6744,16-06-2017,2017,2,18-06-2017,Second Class,Consumer,Dublin,Ohio,East,Technology,Accessories,479.952,6,0.2,107.9892
7914,17-06-2017,2017,2,21-06-2017,Standard Class,Home Office,New York City,New York,East,Technology,Machines,3404.5,5,0,1668.205
7915,17-06-2017,2017,2,21-06-2017,Standard Class,Home Office,New York City,New York,East,Technology,Accessories,101.34,3,0,8.1072
1012,17-06-2017,2017,2,21-06-2017,Second Class,Consumer,Olympia,Washington,West,Office Supplies,Storage,14.03,1,0,4.0687
97,17-06-2017,2017,2,20-06-2017,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,51.312,3,0.2,17.9592
6603,17-06-2017,2017,2,20-06-2017,First Class,Consumer,Commerce City,Colorado,West,Office Supplies,Storage,146.352,3,0.2,-32.9292
2502,17-06-2017,2017,2,20-06-2017,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,9.36,4,0.8,-16.38
2501,17-06-2017,2017,2,20-06-2017,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,2.304,4,0.8,-3.5712
2500,17-06-2017,2017,2,20-06-2017,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,12.224,2,0.2,4.4312
1011,17-06-2017,2017,2,21-06-2017,Second Class,Consumer,Olympia,Washington,West,Furniture,Furnishings,155.25,3,0,46.575
4495,18-06-2017,2017,2,23-06-2017,Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,917.9235,9,0.15,75.5937
4496,18-06-2017,2017,2,23-06-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,38.88,6,0,19.0512
6303,18-06-2017,2017,2,20-06-2017,Second Class,Home Office,Corpus Christi,Texas,Central,Office Supplies,Paper,74.352,3,0.2,23.235
9827,19-06-2017,2017,2,26-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,129.3,2,0,6.465
652,19-06-2017,2017,2,23-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,97.82,2,0,45.9754
653,19-06-2017,2017,2,23-06-2017,Standard Class,Corporate,New York City,New York,East,Technology,Accessories,103.12,8,0,10.312
9828,19-06-2017,2017,2,26-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,11.568,3,0.2,3.7596
9854,19-06-2017,2017,2,23-06-2017,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,50.32,4,0,21.1344
9855,19-06-2017,2017,2,23-06-2017,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,24.56,2,0,11.5432
9286,19-06-2017,2017,2,26-06-2017,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208
4100,19-06-2017,2017,2,23-06-2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072
4101,19-06-2017,2017,2,23-06-2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11
4102,19-06-2017,2017,2,23-06-2017,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.176,8,0.2,47.5072
7105,19-06-2017,2017,2,21-06-2017,Second Class,Corporate,Newark,Ohio,East,Furniture,Furnishings,38.784,3,0.2,7.272
9287,19-06-2017,2017,2,26-06-2017,Standard Class,Home Office,Dallas,Texas,Central,Furniture,Tables,457.485,3,0.3,-84.9615
7104,19-06-2017,2017,2,21-06-2017,Second Class,Corporate,Newark,Ohio,East,Furniture,Chairs,760.116,6,0.3,-43.4352
2479,19-06-2017,2017,2,25-06-2017,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,11.184,1,0.2,0.8388
7106,19-06-2017,2017,2,21-06-2017,Second Class,Corporate,Newark,Ohio,East,Technology,Accessories,122.328,9,0.2,1.5291
2480,19-06-2017,2017,2,25-06-2017,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,153.584,2,0.2,-32.6366
5292,20-06-2017,2017,2,23-06-2017,First Class,Consumer,Miami,Florida,South,Office Supplies,Storage,4.464,1,0.2,0.3348
822,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Belleville,New Jersey,East,Technology,Accessories,239.97,3,0,71.991
889,20-06-2017,2017,2,26-06-2017,Standard Class,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,0,14.995
9688,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Richmond,Virginia,South,Office Supplies,Paper,32.4,5,0,15.552
9689,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Richmond,Virginia,South,Technology,Phones,503.96,4,0,125.99
823,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,9.82,2,0,4.8118
1435,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Parma,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864
890,20-06-2017,2017,2,26-06-2017,Standard Class,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,0.2,18.6006
1436,20-06-2017,2017,2,27-06-2017,Standard Class,Consumer,Parma,Ohio,East,Office Supplies,Art,5.248,2,0.2,0.5904
7895,21-06-2017,2017,2,25-06-2017,Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,6.24,2,0,3.0576
7896,21-06-2017,2017,2,25-06-2017,Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Paper,447.84,8,0,219.4416
1628,21-06-2017,2017,2,25-06-2017,Second Class,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,17.92,5,0.2,2.464
1629,21-06-2017,2017,2,25-06-2017,Second Class,Consumer,Cleveland,Ohio,East,Office Supplies,Binders,41.256,6,0.7,-34.38
7894,21-06-2017,2017,2,25-06-2017,Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,82.4,5,0,40.376
2763,22-06-2017,2017,2,28-06-2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.332,3,0.7,-7.5768
2764,22-06-2017,2017,2,28-06-2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.155,5,0.7,-23.8855
2765,22-06-2017,2017,2,28-06-2017,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.928,2,0.2,0.6696
9032,22-06-2017,2017,2,26-06-2017,Standard Class,Home Office,Detroit,Michigan,Central,Furniture,Chairs,487.96,2,0,146.388
2499,22-06-2017,2017,2,23-06-2017,First Class,Consumer,Miami,Florida,South,Office Supplies,Envelopes,37.608,3,0.2,12.6927
7282,22-06-2017,2017,2,29-06-2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,3.036,3,0.8,-5.0094
4654,24-06-2017,2017,2,26-06-2017,Second Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,2.88,1,0,1.3536
1511,24-06-2017,2017,2,01-07-2017,Standard Class,Corporate,Pomona,California,West,Office Supplies,Art,35.82,9,0,11.8206
1510,24-06-2017,2017,2,01-07-2017,Standard Class,Corporate,Pomona,California,West,Office Supplies,Art,385.6,8,0,111.824
9936,24-06-2017,2017,2,28-06-2017,Standard Class,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,102.93,3,0,48.3771
4083,24-06-2017,2017,2,30-06-2017,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,10.272,3,0.2,3.21
200,24-06-2017,2017,2,29-06-2017,Standard Class,Consumer,Akron,Ohio,East,Office Supplies,Paper,21.744,3,0.2,6.795
4082,24-06-2017,2017,2,30-06-2017,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395
4050,24-06-2017,2017,2,26-06-2017,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,172.764,2,0.1,32.6332
4049,24-06-2017,2017,2,26-06-2017,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,276.69,3,0,49.8042
416,24-06-2017,2017,2,28-06-2017,Standard Class,Consumer,Huntington Beach,California,West,Office Supplies,Art,95.92,8,0,25.8984
1993,25-06-2017,2017,2,02-07-2017,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Art,5.344,2,0.2,0.7348
4269,25-06-2017,2017,2,29-06-2017,Second Class,Consumer,Seattle,Washington,West,Furniture,Tables,871.4,4,0,148.138
1994,25-06-2017,2017,2,02-07-2017,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Fasteners,11.304,3,0.2,-2.1195
9583,25-06-2017,2017,2,27-06-2017,Second Class,Consumer,New York City,New York,East,Furniture,Bookcases,400.784,1,0.2,-5.0098
7453,25-06-2017,2017,2,01-07-2017,Standard Class,Consumer,Bolingbrook,Illinois,Central,Technology,Phones,148.48,2,0.2,16.704
1992,25-06-2017,2017,2,02-07-2017,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Labels,71.04,6,0.2,26.64
4864,26-06-2017,2017,2,30-06-2017,Standard Class,Consumer,New York City,New York,East,Technology,Phones,239.97,3,0,67.1916
6942,26-06-2017,2017,2,30-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,68.52,3,0,31.5192
892,26-06-2017,2017,2,27-06-2017,First Class,Home Office,Detroit,Michigan,Central,Office Supplies,Art,15.92,4,0,5.4128
2231,26-06-2017,2017,2,01-07-2017,Standard Class,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,526.45,5,0,31.587
891,26-06-2017,2017,2,27-06-2017,First Class,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,4.54,1,0,2.043
893,26-06-2017,2017,2,27-06-2017,First Class,Home Office,Detroit,Michigan,Central,Technology,Phones,543.92,8,0,135.98
6941,26-06-2017,2017,2,30-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,713.88,4,0,214.164
886,26-06-2017,2017,2,02-07-2017,Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,83.76,12,0,1.6752
3600,26-06-2017,2017,2,30-06-2017,Standard Class,Consumer,Denver,Colorado,West,Technology,Accessories,431.928,9,0.2,64.7892
6760,26-06-2017,2017,2,30-06-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,272.94,3,0,0
5385,26-06-2017,2017,2,03-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,545.916,14,0.4,72.7888
5384,26-06-2017,2017,2,03-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,358.2,3,0.4,41.79
5628,26-06-2017,2017,2,01-07-2017,Standard Class,Corporate,Miami,Florida,South,Furniture,Chairs,273.552,3,0.2,-13.6776
5627,26-06-2017,2017,2,01-07-2017,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Labels,13.872,6,0.2,4.6818
6939,26-06-2017,2017,2,30-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,102.368,2,0.2,37.1084
6940,26-06-2017,2017,2,30-06-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,28.4,5,0,8.236
2956,27-06-2017,2017,2,04-07-2017,Standard Class,Home Office,Watertown,New York,East,Furniture,Chairs,191.646,3,0.1,31.941
8733,27-06-2017,2017,2,29-06-2017,Second Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,126.3,3,0,40.416
8732,27-06-2017,2017,2,29-06-2017,Second Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,19.44,3,0,9.3312
8734,27-06-2017,2017,2,29-06-2017,Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,1287.45,5,0,244.6155
6144,27-06-2017,2017,2,01-07-2017,Standard Class,Consumer,Omaha,Nebraska,Central,Office Supplies,Paper,20.07,3,0,9.2322
4710,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,62.31,3,0,22.4316
4707,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,895.92,5,0.2,302.373
2684,29-06-2017,2017,2,06-07-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,312.552,9,0.2,101.5794
9625,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,409.9992,3,0.32,-96.4704
9624,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Dallas,Texas,Central,Furniture,Tables,307.314,3,0.3,-39.5118
9623,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,21.392,2,0.8,-54.5496
3572,29-06-2017,2017,2,04-07-2017,Standard Class,Corporate,Mesquite,Texas,Central,Office Supplies,Paper,5.184,1,0.2,1.8144
1159,29-06-2017,2017,2,04-07-2017,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Appliances,362.94,3,0,90.735
5734,29-06-2017,2017,2,02-07-2017,First Class,Corporate,Milford,Connecticut,East,Furniture,Furnishings,25.16,2,0,8.5544
1160,29-06-2017,2017,2,04-07-2017,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,11.54,2,0,5.77
554,29-06-2017,2017,2,03-07-2017,Second Class,Corporate,Anaheim,California,West,Office Supplies,Storage,1295.78,2,0,310.9872
4709,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,11.68,2,0,3.0368
4708,29-06-2017,2017,2,30-06-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,130.71,3,0,39.213
5733,29-06-2017,2017,2,02-07-2017,First Class,Corporate,Milford,Connecticut,East,Office Supplies,Supplies,30.69,3,0,7.9794
5732,29-06-2017,2017,2,02-07-2017,First Class,Corporate,Milford,Connecticut,East,Furniture,Bookcases,638.82,9,0,185.2578
8038,30-06-2017,2017,2,02-07-2017,Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,435.999,3,0.15,5.1294
394,30-06-2017,2017,2,05-07-2017,Standard Class,Home Office,Las Vegas,Nevada,West,Office Supplies,Binders,75.792,3,0.2,25.5798
5617,30-06-2017,2017,2,04-07-2017,Standard Class,Corporate,Memphis,Tennessee,South,Furniture,Furnishings,19.52,2,0.2,5.368
8117,30-06-2017,2017,2,05-07-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,204.95,5,0,100.4255
5157,30-06-2017,2017,2,04-07-2017,Second Class,Home Office,Chicago,Illinois,Central,Furniture,Chairs,569.058,3,0.3,-178.8468
1562,30-06-2017,2017,2,30-06-2017,Same Day,Consumer,New York City,New York,East,Furniture,Tables,1044.63,5,0.4,-295.9785
5158,30-06-2017,2017,2,04-07-2017,Second Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,14.224,2,0.6,-10.3124
2586,30-06-2017,2017,2,06-07-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,248.57,7,0,67.1139
5156,30-06-2017,2017,2,04-07-2017,Second Class,Home Office,Chicago,Illinois,Central,Technology,Phones,1001.584,2,0.2,125.198
8274,30-06-2017,2017,2,04-07-2017,Standard Class,Corporate,Mount Vernon,New York,East,Office Supplies,Storage,1085.42,7,0,282.2092
2587,30-06-2017,2017,2,06-07-2017,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,22.23,1,0,9.7812
3397,01-07-2017,2017,3,08-07-2017,Standard Class,Home Office,Indianapolis,Indiana,Central,Office Supplies,Paper,25.92,4,0,12.4416
3396,01-07-2017,2017,3,08-07-2017,Standard Class,Home Office,Indianapolis,Indiana,Central,Office Supplies,Binders,169.99,1,0,78.1954
3395,01-07-2017,2017,3,08-07-2017,Standard Class,Home Office,Indianapolis,Indiana,Central,Office Supplies,Storage,443.92,4,0,13.3176
7695,02-07-2017,2017,3,05-07-2017,First Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,163.96,5,0.2,59.4355
7696,02-07-2017,2017,3,05-07-2017,First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,5.232,4,0.8,-8.1096
6152,03-07-2017,2017,3,08-07-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,87.92,4,0,0.8792
2436,03-07-2017,2017,3,10-07-2017,Standard Class,Consumer,Farmington,New Mexico,West,Furniture,Furnishings,545.85,9,0,114.6285
3663,03-07-2017,2017,3,09-07-2017,Standard Class,Home Office,Quincy,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.5432
3662,03-07-2017,2017,3,09-07-2017,Standard Class,Home Office,Quincy,Massachusetts,East,Technology,Accessories,258.9,10,0,93.204
1304,03-07-2017,2017,3,07-07-2017,Standard Class,Consumer,Columbus,Georgia,South,Technology,Phones,287.97,3,0,77.7519
1303,03-07-2017,2017,3,07-07-2017,Standard Class,Consumer,Columbus,Georgia,South,Furniture,Furnishings,23.99,1,0,5.5177
1672,03-07-2017,2017,3,07-07-2017,Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,167.968,4,0.2,62.988
3571,03-07-2017,2017,3,03-07-2017,Same Day,Home Office,Seattle,Washington,West,Technology,Phones,7.992,1,0.2,2.6973
1912,03-07-2017,2017,3,06-07-2017,Second Class,Corporate,Houston,Texas,Central,Technology,Machines,597.132,3,0.4,49.761
1393,03-07-2017,2017,3,04-07-2017,First Class,Corporate,Burlington,North Carolina,South,Office Supplies,Art,9.552,3,0.2,1.5522
4295,03-07-2017,2017,3,10-07-2017,Standard Class,Consumer,Citrus Heights,California,West,Furniture,Furnishings,129.39,3,0,54.3438
3427,03-07-2017,2017,3,06-07-2017,Second Class,Home Office,Lancaster,Ohio,East,Office Supplies,Paper,32.896,4,0.2,11.1024
3570,03-07-2017,2017,3,03-07-2017,Same Day,Home Office,Seattle,Washington,West,Technology,Accessories,1687.8,4,0,742.632
3569,03-07-2017,2017,3,03-07-2017,Same Day,Home Office,Seattle,Washington,West,Technology,Machines,2395.2,6,0.2,209.58
3568,03-07-2017,2017,3,03-07-2017,Same Day,Home Office,Seattle,Washington,West,Technology,Accessories,59.98,2,0,26.3912
3428,03-07-2017,2017,3,06-07-2017,Second Class,Home Office,Lancaster,Ohio,East,Furniture,Tables,215.148,2,0.4,-103.9882
3429,03-07-2017,2017,3,06-07-2017,Second Class,Home Office,Lancaster,Ohio,East,Office Supplies,Paper,30.96,6,0.2,11.223
7869,03-07-2017,2017,3,09-07-2017,Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,24,2,0.2,-2.7
8576,03-07-2017,2017,3,04-07-2017,First Class,Consumer,Concord,New Hampshire,East,Furniture,Furnishings,102.3,1,0,26.598
1911,03-07-2017,2017,3,06-07-2017,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,273.896,7,0.2,92.4399
4230,05-07-2017,2017,3,10-07-2017,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607
4229,05-07-2017,2017,3,10-07-2017,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294
4233,05-07-2017,2017,3,10-07-2017,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214
9568,05-07-2017,2017,3,07-07-2017,First Class,Corporate,Fremont,Nebraska,Central,Technology,Phones,79.96,4,0,22.3888
4231,05-07-2017,2017,3,10-07-2017,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
4232,05-07-2017,2017,3,10-07-2017,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,31.104,6,0.2,11.2752
6030,06-07-2017,2017,3,06-07-2017,Same Day,Consumer,Miami,Florida,South,Furniture,Chairs,239.24,1,0.2,23.924
198,06-07-2017,2017,3,13-07-2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.946,2,0.7,-2.2586
6742,06-07-2017,2017,3,11-07-2017,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,122.136,3,0.2,-13.7403
199,06-07-2017,2017,3,13-07-2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.056,3,0.2,5.8203
5929,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,87.21,3,0.5,-45.3492
2370,07-07-2017,2017,3,09-07-2017,Second Class,Corporate,Warwick,Rhode Island,East,Technology,Accessories,252,4,0,93.24
5934,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,527.92,2,0.2,85.787
